X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,TypeOfSteel_A300,TypeOfSteel_A400,Fault_class
305.0,318.0,551913.0,551924.0,104.0,18.0,12.0,11469.0,97.0,126.0,1360.0,100.0,0.4485,0.2727,0.8461,0.0096,0.7222,0.9167,0.0,2.017,1.1139,1.0414,-0.1539,-0.1384,0.257,0,1,Bumps
309.0,320.0,574196.0,574216.0,156.0,17.0,20.0,15848.0,74.0,127.0,1362.0,100.0,0.4537,0.2909,0.55,0.0081,0.6471,1.0,1.0,2.1931,1.0414,1.301,0.45,-0.2063,0.3663,0,1,Bumps
187.0,203.0,594752.0,594771.0,136.0,50.0,27.0,17433.0,119.0,143.0,1364.0,100.0,0.2742,0.5526,0.8421,0.0117,0.32,0.7037,1.0,2.1335,1.2041,1.2787,0.1579,0.0014,0.5029,0,1,Bumps
311.0,323.0,618457.0,618502.0,377.0,33.0,45.0,36933.0,59.0,132.0,1364.0,100.0,0.456,0.3018,0.2667,0.0088,0.3636,1.0,1.0,2.5763,1.0792,1.6532,0.7333,-0.2346,0.8299,0,1,Bumps
1318.0,1329.0,2287245.0,2287276.0,224.0,25.0,31.0,22017.0,77.0,126.0,1364.0,100.0,0.0513,0.3431,0.3548,0.0081,0.44,1.0,1.0,2.3503,1.0414,1.4914,0.6452,-0.2321,0.5642,0,1,Bumps
1293.0,1304.0,3626796.0,3626816.0,163.0,18.0,20.0,16916.0,83.0,126.0,1362.0,50.0,0.0852,0.2591,0.55,0.0081,0.6111,1.0,1.0,2.2122,1.0414,1.301,0.45,-0.1892,0.3663,0,1,Bumps
794.0,806.0,2294295.0,2294312.0,172.0,14.0,18.0,19457.0,91.0,134.0,1360.0,40.0,0.8147,0.1569,0.7059,0.0088,0.8571,0.9444,1.0,2.2355,1.0792,1.2305,0.2941,-0.1162,0.3419,0,1,Bumps
1215.0,1232.0,1545468.0,1545486.0,184.0,42.0,22.0,22708.0,115.0,135.0,1628.0,120.0,0.4865,0.3987,0.9444,0.0104,0.4048,0.8182,1.0,2.2648,1.2305,1.2553,0.0556,-0.0358,0.5063,0,1,Bumps
822.0,842.0,820681.0,820708.0,304.0,30.0,28.0,34001.0,85.0,133.0,1360.0,,0.7618,0.437,0.7407,0.0147,0.6667,0.9643,1.0,2.4829,1.301,1.4314,0.2593,-0.1262,0.8299,0,1,Bumps
1283.0,1297.0,324225.0,324243.0,140.0,22.0,19.0,16020.0,105.0,126.0,1358.0,40.0,0.0898,0.4444,0.7778,0.0103,0.6364,0.9474,1.0,2.1461,1.1461,1.2553,0.2222,-0.106,0.417,0,1,Bumps
749.0,768.0,337093.0,337112.0,262.0,21.0,19.0,29349.0,88.0,133.0,1360.0,40.0,0.8706,0.2742,1.0,0.014,0.9048,1.0,0.5,2.4183,1.2787,1.2787,0.0,-0.1248,0.5967,0,1,Bumps
1120.0,1141.0,350893.0,350910.0,261.0,27.0,17.0,29526.0,88.0,132.0,1356.0,40.0,0.3171,0.2689,0.8095,0.0155,0.7778,1.0,0.0,2.4166,1.3222,1.2305,-0.1905,-0.1162,0.5903,0,1,Bumps
1192.0,1205.0,521912.0,521925.0,101.0,22.0,13.0,11601.0,108.0,125.0,1356.0,40.0,0.2227,0.4024,1.0,0.0096,0.5909,1.0,0.5,2.0043,1.1139,1.1139,0.0,-0.1027,0.2914,0,1,Bumps
498.0,509.0,261713.0,261732.0,144.0,17.0,19.0,15785.0,88.0,132.0,1356.0,40.0,0.7345,0.311,0.5789,0.0081,0.6471,1.0,1.0,2.1584,1.0414,1.2787,0.4211,-0.1436,0.3494,0,1,Bumps
354.0,370.0,409908.0,409918.0,116.0,19.0,10.0,12174.0,82.0,126.0,1360.0,40.0,0.5206,0.275,0.625,0.0118,0.8421,1.0,0.0,2.0645,1.2041,1.0,-0.375,-0.1801,0.2792,0,1,Bumps
860.0,883.0,61614.0,61648.0,563.0,36.0,34.0,58906.0,83.0,133.0,1306.0,40.0,0.6478,0.2801,0.6765,0.0176,0.6389,1.0,1.0,2.7505,1.3617,1.5315,0.3235,-0.1826,0.9608,0,1,Bumps
581.0,652.0,148364.0,148463.0,,,,,87.0,127.0,1306.0,40.0,0.8897,0.5466,0.7172,,0.3413,0.5,1.0,3.5034,1.8513,1.9956,0.2828,-0.175,1.0,0,1,Bumps
1214.0,1227.0,365205.0,365227.0,210.0,20.0,22.0,21547.0,70.0,127.0,1308.0,40.0,0.1239,0.2657,0.5909,0.0099,0.65,1.0,1.0,2.3222,1.1139,1.3424,0.4091,-0.1984,0.4729,0,1,Bumps
818.0,829.0,657566.0,657580.0,112.0,13.0,14.0,12587.0,86.0,133.0,1306.0,40.0,0.7305,0.2727,0.7857,0.0084,0.8461,1.0,1.0,2.0492,1.0414,1.1461,0.2143,-0.122,0.2712,0,1,Bumps
19.0,28.0,877413.0,877428.0,114.0,14.0,15.0,11442.0,81.0,125.0,1306.0,40.0,0.0291,0.1556,0.6,0.0069,0.6429,1.0,1.0,2.0569,0.9542,1.1761,0.4,-0.2159,0.2469,0,1,Bumps
71.0,86.0,1119116.0,1119168.0,446.0,43.0,52.0,48231.0,96.0,127.0,1308.0,40.0,0.1086,0.4282,0.2885,0.0115,0.3488,1.0,1.0,2.6493,1.1761,1.716,0.7115,-0.1551,0.9603,0,1,Bumps
262.0,274.0,849219.0,849235.0,139.0,15.0,16.0,14610.0,71.0,126.0,1690.0,120.0,0.3101,0.276,0.75,0.0071,0.8,1.0,1.0,2.143,1.0792,1.2041,0.25,-0.1788,0.3241,1,0,Bumps
112.0,127.0,33720.0,33737.0,178.0,16.0,17.0,17274.0,69.0,125.0,1692.0,80.0,0.1324,0.302,0.8824,0.0089,0.9375,1.0,1.0,2.2504,1.1761,1.2305,0.1177,-0.2418,0.4219,1,0,Bumps
118.0,133.0,125813.0,125827.0,128.0,17.0,15.0,14234.0,87.0,133.0,1692.0,80.0,0.1395,0.3905,0.9333,0.0089,0.8824,0.9333,0.0,2.1072,1.1761,1.1461,-0.0667,-0.1312,0.3509,1,0,Bumps
559.0,592.0,274608.0,274631.0,460.0,52.0,41.0,54324.0,103.0,134.0,1694.0,80.0,0.66,0.3939,0.697,0.0195,0.6346,0.561,0.0,2.6628,1.5185,1.3617,-0.303,-0.0774,0.9546,1,0,Bumps
181.0,191.0,398801.0,398815.0,112.0,15.0,14.0,11998.0,87.0,126.0,1794.0,80.0,0.2018,0.2,0.7143,0.0056,0.6667,1.0,1.0,2.0492,1.0,1.1461,0.2857,-0.1631,0.2532,1,0,Bumps
1494.0,1506.0,547500.0,547511.0,102.0,15.0,11.0,9367.0,77.0,110.0,1696.0,80.0,0.2241,0.2273,0.9167,0.0071,0.8,1.0,0.0,2.0086,1.0792,1.0414,-0.0833,-0.2826,0.2432,1,0,Bumps
1539.0,1556.0,625496.0,625516.0,260.0,24.0,20.0,21865.0,52.0,110.0,1692.0,80.0,0.1608,0.2353,0.85,0.01,0.7083,1.0,1.0,2.415,1.2305,1.301,0.15,-0.343,0.5626,1,0,Bumps
1348.0,1360.0,662867.0,662880.0,106.0,16.0,14.0,10152.0,73.0,124.0,1696.0,80.0,0.3962,0.3205,0.9231,0.0071,0.75,0.9286,1.0,2.0253,1.0792,1.1139,0.0769,-0.2518,0.2739,1,0,Bumps
763.0,780.0,677184.0,677200.0,178.0,20.0,16.0,17592.0,50.0,126.0,1694.0,80.0,0.9008,0.3456,0.9412,0.01,0.85,1.0,0.0,2.2504,1.2305,1.2041,-0.0588,-0.2279,0.4498,1,0,Bumps
189.0,232.0,712491.0,712528.0,561.0,106.0,62.0,75006.0,120.0,150.0,1694.0,80.0,0.2231,0.6474,0.8605,0.0254,0.4057,0.5968,0.0,2.749,1.6335,1.5682,-0.1395,0.0445,0.9998,1,0,Bumps
1641.0,1664.0,769086.0,769100.0,186.0,35.0,18.0,19132.0,87.0,125.0,1694.0,80.0,0.0354,0.4224,0.6087,0.0136,0.6571,0.7778,0.0,2.2695,1.3617,1.1461,-0.3913,-0.1964,0.5329,1,0,Bumps
1372.0,1388.0,784148.0,784164.0,131.0,22.0,17.0,16983.0,118.0,142.0,1694.0,80.0,0.3613,0.4883,1.0,0.0094,0.7273,0.9412,0.5,2.1173,1.2041,1.2041,0.0,0.0128,0.4235,1,0,Bumps
91.0,178.0,815573.0,815711.0,,,,,75.0,141.0,1692.0,80.0,0.1076,0.7306,0.6304,,0.4394,0.6667,1.0,3.5097,1.9395,2.1399,0.3696,-0.157,1.0,1,0,Bumps
161.0,317.0,830128.0,830232.0,,,,,115.0,156.0,1694.0,80.0,0.1901,0.7126,0.6667,,0.22,0.2447,0.0,3.6687,2.1931,2.017,-0.3333,0.0166,1.0,1,0,Bumps
284.0,335.0,841077.0,841149.0,1095.0,,134.0,142791.0,117.0,150.0,1694.0,80.0,0.3353,0.7018,0.7083,0.0301,0.2656,0.5373,1.0,3.0394,1.7076,1.8573,0.2917,0.0188,1.0,1,0,Bumps
174.0,222.0,884609.0,884631.0,505.0,83.0,41.0,56864.0,97.0,127.0,1694.0,80.0,0.2054,0.5218,0.4583,0.0283,0.5783,0.5366,0.0,2.7033,1.6812,1.3424,-0.5417,-0.1203,0.9935,1,0,Bumps
90.0,131.0,906500.0,906534.0,571.0,58.0,43.0,62823.0,73.0,,1692.0,80.0,0.1064,0.5904,0.8293,0.0242,0.7069,0.7907,0.0,2.7566,1.6128,1.5315,-0.1707,-0.1405,0.9993,1,0,Bumps
195.0,225.0,921071.0,921130.0,790.0,103.0,83.0,104560.0,119.0,149.0,1692.0,80.0,0.2305,0.5537,0.5085,0.0177,0.2913,0.7108,1.0,2.8976,1.4771,1.7708,0.4915,0.034,0.9999,1,0,Bumps
73.0,110.0,939291.0,939346.0,903.0,76.0,83.0,100112.0,91.0,134.0,1694.0,80.0,0.0862,0.5563,0.6727,0.0218,0.4868,0.6626,1.0,2.9557,1.5682,1.7404,0.3273,-0.1339,1.0,1,0,Bumps
95.0,127.0,961065.0,961092.0,551.0,44.0,27.0,53142.0,56.0,128.0,1692.0,80.0,0.1123,0.3623,0.8438,0.0189,0.7273,1.0,0.0,2.7411,1.5051,1.4314,-0.1563,-0.2465,0.9769,1,0,Bumps
174.0,203.0,1008474.0,1008502.0,328.0,69.0,41.0,37200.0,101.0,126.0,1692.0,80.0,0.2057,0.5961,0.9655,0.0171,0.4203,0.6829,0.0,2.5159,1.4624,1.4472,-0.0345,-0.1139,0.9676,1,0,Bumps
57.0,81.0,1022956.0,1022976.0,270.0,31.0,25.0,31583.0,95.0,135.0,1694.0,80.0,0.0673,0.4375,0.8333,0.0142,0.7742,0.8,0.0,2.4314,1.3802,1.301,-0.1667,-0.0861,0.7659,1,0,Bumps
293.0,314.0,1044255.0,1044283.0,210.0,41.0,29.0,27761.0,119.0,148.0,1694.0,80.0,0.3459,0.6429,0.75,0.0124,0.5122,0.9655,1.0,2.3222,1.3222,1.4472,0.25,0.0328,0.8705,1,0,Bumps
387.0,403.0,1349016.0,1349036.0,231.0,25.0,20.0,23488.0,65.0,126.0,1694.0,80.0,0.4569,0.2781,0.8,0.0094,0.64,1.0,1.0,2.3636,1.2041,1.301,0.2,-0.2056,0.5296,1,0,Bumps
1203.0,1218.0,75224.0,75234.0,109.0,18.0,11.0,11425.0,71.0,133.0,1684.0,70.0,0.5534,0.2733,0.6667,0.0089,0.8333,0.9091,0.0,2.0374,1.1761,1.0,-0.3333,-0.1811,0.266,1,0,Bumps
630.0,649.0,96205.0,96225.0,254.0,26.0,20.0,28955.0,89.0,135.0,1684.0,70.0,0.7482,0.3316,0.95,0.0113,0.7308,1.0,1.0,2.4048,1.2787,1.301,0.05,-0.1094,0.6268,1,0,Bumps
888.0,900.0,172100.0,172111.0,105.0,15.0,11.0,10269.0,59.0,126.0,1686.0,70.0,0.9324,0.2045,0.9167,0.0071,0.8,1.0,0.0,2.0212,1.0792,1.0414,-0.0833,-0.2359,0.2432,1,0,Bumps
1111.0,1126.0,238390.0,238406.0,166.0,17.0,16.0,16566.0,61.0,134.0,1686.0,70.0,0.6643,0.3083,0.9375,0.0089,0.8824,1.0,1.0,2.2201,1.1761,1.2041,0.0625,-0.2203,0.3977,1,0,Bumps
1272.0,1286.0,290640.0,290652.0,125.0,15.0,12.0,12560.0,61.0,125.0,1688.0,70.0,0.4763,0.256,0.8571,0.0083,0.9333,1.0,0.0,2.0969,1.1461,1.0792,-0.1429,-0.215,0.2901,1,0,Bumps
832.0,856.0,310567.0,310597.0,335.0,39.0,31.0,35066.0,82.0,127.0,1690.0,70.0,0.9846,0.5347,0.8,0.0142,0.6154,0.9677,1.0,2.525,1.3802,1.4771,0.2,-0.1822,0.9419,1,0,Bumps
671.0,682.0,334988.0,335000.0,101.0,12.0,12.0,11471.0,81.0,140.0,1690.0,70.0,0.7941,0.2349,0.9167,0.0065,0.9167,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.1127,0.2432,1,0,Bumps
1073.0,1088.0,433186.0,433198.0,143.0,15.0,12.0,14669.0,61.0,127.0,1686.0,70.0,0.7094,0.2056,0.8,0.0089,1.0,1.0,0.0,2.1553,1.1761,1.0792,-0.2,-0.1986,0.3068,1,0,Bumps
1121.0,1135.0,507537.0,507548.0,114.0,17.0,11.0,11979.0,67.0,132.0,1688.0,70.0,0.6552,0.2597,0.7857,0.0083,0.8235,1.0,0.0,2.0569,1.1461,1.0414,-0.2143,-0.1791,0.2712,1,0,Bumps
567.0,580.0,532545.0,532556.0,110.0,16.0,11.0,11890.0,75.0,140.0,1690.0,70.0,0.671,0.2308,0.8461,0.0077,0.8125,1.0,0.0,2.0414,1.1139,1.0414,-0.1539,-0.1555,0.257,1,0,Bumps
1210.0,1222.0,563227.0,563239.0,114.0,14.0,12.0,12063.0,79.0,127.0,1688.0,70.0,0.5521,0.2083,1.0,0.0071,0.8571,1.0,0.5,2.0569,1.0792,1.0792,0.0,-0.1733,0.2583,1,0,Bumps
1031.0,1045.0,621518.0,621530.0,115.0,15.0,12.0,11562.0,68.0,127.0,1688.0,70.0,0.7618,0.3155,0.8571,0.0083,0.9333,1.0,0.0,2.0607,1.1461,1.0792,-0.1429,-0.2145,0.2901,1,0,Bumps
1128.0,1141.0,643180.0,643193.0,124.0,17.0,13.0,13135.0,81.0,127.0,1686.0,70.0,0.6465,0.2663,1.0,0.0077,0.7647,1.0,0.5,2.0934,1.1139,1.1139,0.0,-0.1724,0.2914,1,0,Bumps
1077.0,1090.0,699354.0,699365.0,114.0,15.0,11.0,11778.0,71.0,132.0,1690.0,70.0,0.7101,0.2028,0.8461,0.0077,0.8667,1.0,0.0,2.0569,1.1139,1.0414,-0.1539,-0.1928,0.257,1,0,Bumps
1034.0,1047.0,778450.0,778465.0,132.0,16.0,15.0,13800.0,68.0,140.0,1688.0,70.0,0.7595,0.3231,0.8667,0.0077,0.8125,1.0,1.0,2.1206,1.1139,1.1761,0.1333,-0.1832,0.3285,1,0,Bumps
604.0,621.0,850713.0,850745.0,282.0,37.0,33.0,33577.0,61.0,159.0,1688.0,70.0,0.7156,0.4816,0.5313,0.0101,0.4595,0.9697,1.0,2.4502,1.2305,1.5051,0.4688,-0.0698,0.8336,1,0,Bumps
1598.0,1610.0,1569522.0,1569536.0,125.0,14.0,14.0,12047.0,73.0,125.0,1688.0,70.0,0.0924,0.256,0.8571,0.0071,0.8571,1.0,1.0,2.0969,1.0792,1.1461,0.1429,-0.2471,0.2901,1,0,Bumps
1611.0,1629.0,1720569.0,1720592.0,263.0,25.0,23.0,24172.0,59.0,124.0,1688.0,70.0,0.0699,0.3647,0.7826,0.0107,0.72,1.0,1.0,2.42,1.2553,1.3617,0.2174,-0.282,0.6781,1,0,Bumps
1457.0,1466.0,1928741.0,1928773.0,192.0,24.0,32.0,19002.0,82.0,125.0,1688.0,70.0,0.263,0.3333,0.2813,0.0053,0.375,1.0,1.0,2.2833,0.9542,1.5051,0.7188,-0.2268,0.4763,1,0,Bumps
1065.0,1078.0,1955642.0,1955655.0,121.0,18.0,14.0,12705.0,65.0,150.0,1688.0,70.0,0.7228,0.284,1.0,0.0077,0.7222,0.9286,0.5,2.0828,1.1139,1.1139,0.0,-0.1797,0.2914,1,0,Bumps
1619.0,1637.0,2051872.0,2051892.0,248.0,18.0,20.0,22134.0,53.0,124.0,1692.0,70.0,0.065,0.3111,0.9,0.0106,1.0,1.0,1.0,2.3944,1.2553,1.301,0.1,-0.3027,0.5951,1,0,Bumps
1449.0,1461.0,2083961.0,2083975.0,108.0,17.0,14.0,10704.0,69.0,127.0,1690.0,70.0,0.271,0.3571,0.8571,0.0071,0.7059,1.0,1.0,2.0334,1.0792,1.1461,0.1429,-0.2257,0.2901,1,0,Bumps
1630.0,1644.0,2115318.0,2115330.0,115.0,17.0,12.0,10115.0,67.0,116.0,1690.0,70.0,0.0544,0.3155,0.8571,0.0083,0.8235,1.0,0.0,2.0607,1.1461,1.0792,-0.1429,-0.3128,0.2901,1,0,Bumps
1588.0,1610.0,3353146.0,3353173.0,408.0,30.0,27.0,37889.0,57.0,125.0,1690.0,70.0,0.0947,0.3131,0.8148,0.013,0.7333,1.0,1.0,2.6107,1.3424,1.4314,0.1852,-0.2745,0.8749,1,0,Bumps
1069.0,1101.0,49572.0,49595.0,463.0,37.0,24.0,53525.0,97.0,132.0,1358.0,40.0,0.3785,0.3709,0.7188,0.0236,0.8649,0.9583,0.0,2.6656,1.5051,1.3617,-0.2813,-0.0968,0.9474,0,1,Bumps
909.0,918.0,340224.0,340244.0,121.0,12.0,20.0,14047.0,97.0,134.0,1356.0,40.0,0.646,0.3278,0.45,0.0066,0.75,1.0,1.0,2.0828,0.9542,1.301,0.55,-0.093,0.3068,0,1,Bumps
896.0,904.0,726664.0,726679.0,75.0,16.0,15.0,9062.0,104.0,132.0,1356.0,40.0,0.6667,0.375,0.5333,0.0059,0.5,1.0,1.0,1.8751,0.9031,1.1761,0.4667,-0.056,0.2288,0,1,Bumps
896.0,904.0,801872.0,801889.0,65.0,12.0,17.0,7974.0,113.0,135.0,1354.0,40.0,0.6647,0.5221,0.4706,0.0059,0.6667,1.0,1.0,1.8129,0.9031,1.2305,0.5294,-0.0416,0.2482,0,1,Bumps
581.0,594.0,55732.0,55743.0,108.0,14.0,11.0,11169.0,77.0,127.0,1322.0,40.0,0.879,0.2448,0.8461,0.0098,0.9286,1.0,0.0,2.0334,1.1139,1.0414,-0.1539,-0.1921,0.257,0,1,Bumps
1245.0,1254.0,964339.0,964360.0,133.0,16.0,21.0,14874.0,105.0,125.0,1322.0,40.0,0.1029,0.2963,0.4286,0.0068,0.5625,1.0,1.0,2.1239,0.9542,1.3222,0.5714,-0.1263,0.3197,0,1,Bumps
1160.0,1168.0,1225386.0,1225405.0,63.0,21.0,19.0,7273.0,107.0,126.0,1320.0,40.0,0.2303,0.5855,0.4211,0.0061,0.381,1.0,1.0,1.7993,0.9031,1.2787,0.5789,-0.0981,0.2686,0,1,Bumps
778.0,786.0,1281918.0,1281928.0,50.0,10.0,10.0,5867.0,105.0,132.0,1324.0,40.0,0.8127,0.375,0.8,0.006,0.8,1.0,1.0,1.699,0.9031,1.0,0.2,-0.0833,0.1852,0,1,Bumps
1157.0,1164.0,1331507.0,1331522.0,62.0,13.0,15.0,7312.0,109.0,127.0,1322.0,40.0,0.239,0.4095,0.4667,0.0053,0.5385,1.0,1.0,1.7924,0.8451,1.1761,0.5333,-0.0786,0.2116,0,1,Bumps
476.0,493.0,185445.0,185462.0,204.0,27.0,21.0,21661.0,98.0,116.0,1696.0,60.0,0.5613,0.2941,1.0,0.01,0.6296,0.8095,0.5,2.3096,1.2305,1.2305,0.0,-0.1705,0.4779,0,1,Bumps
778.0,800.0,534067.0,534079.0,104.0,31.0,17.0,10675.0,89.0,124.0,1368.0,80.0,0.8304,0.6061,0.5454,0.0161,0.7097,0.7059,0.0,2.017,1.3424,1.0792,-0.4545,-0.1981,0.4366,1,0,Bumps
1268.0,1285.0,571986.0,572004.0,196.0,23.0,18.0,18986.0,82.0,118.0,1368.0,80.0,0.1213,0.3595,0.9444,0.0124,0.7391,1.0,1.0,2.2923,1.2305,1.2553,0.0556,-0.2432,0.5063,1,0,Bumps
377.0,434.0,1171429.0,1171441.0,181.0,83.0,34.0,23075.0,113.0,151.0,1370.0,80.0,0.5504,0.7354,0.2105,0.0416,0.6867,0.3529,0.0,2.2577,1.7559,1.0792,-0.7895,-0.004,0.9272,1,0,Bumps
391.0,420.0,1312199.0,1312217.0,129.0,48.0,35.0,16308.0,112.0,150.0,1368.0,80.0,0.5716,0.7529,0.6207,0.0212,0.6042,0.5143,0.0,2.1106,1.4624,1.2553,-0.3793,-0.0124,0.8123,1,0,Bumps
691.0,713.0,1446060.0,1446073.0,143.0,39.0,24.0,15000.0,93.0,119.0,1366.0,80.0,0.9561,0.5,0.5909,0.0161,0.5641,0.5417,0.0,2.1553,1.3424,1.1139,-0.4091,-0.1805,0.4729,1,0,Bumps
227.0,256.0,1593586.0,1593597.0,126.0,51.0,36.0,15951.0,112.0,148.0,1368.0,80.0,0.3319,0.605,0.3793,0.0212,0.5686,0.3056,0.0,2.1004,1.4624,1.0414,-0.6207,-0.011,0.5279,1,0,Bumps
174.0,205.0,1775809.0,1775815.0,110.0,32.0,17.0,13904.0,111.0,149.0,1368.0,80.0,0.2544,0.4086,0.1936,0.0227,0.9688,0.3529,0.0,2.0414,1.4914,0.7782,-0.8065,-0.0125,0.3154,1,0,Bumps
1038.0,1051.0,2506147.0,2506159.0,101.0,16.0,12.0,10318.0,74.0,124.0,1364.0,80.0,0.4589,0.3526,0.9231,0.0095,0.8125,1.0,0.0,2.0043,1.1139,1.0792,-0.0769,-0.2019,0.2739,1,0,Bumps
1069.0,1092.0,2685547.0,2685564.0,181.0,38.0,25.0,17588.0,82.0,124.0,1362.0,80.0,0.3965,0.5371,0.7391,0.0169,0.6053,0.68,0.0,2.2577,1.3617,1.2305,-0.2609,-0.2409,0.6438,1,0,Bumps
1066.0,1088.0,2750749.0,2750765.0,122.0,31.0,23.0,11743.0,82.0,116.0,1364.0,80.0,0.4047,0.6534,0.7273,0.0161,0.7097,0.6956,0.0,2.0864,1.3424,1.2041,-0.2727,-0.248,0.5822,1,0,Bumps
1068.0,1085.0,2783339.0,2783352.0,105.0,24.0,15.0,10605.0,90.0,124.0,1364.0,80.0,0.4091,0.5249,0.7647,0.0125,0.7083,0.8667,0.0,2.0212,1.2305,1.1139,-0.2353,-0.2109,0.3678,1,0,Bumps
1069.0,1090.0,2993390.0,2993405.0,113.0,40.0,21.0,10613.0,82.0,116.0,1364.0,80.0,0.4018,0.6413,0.7143,0.0154,0.525,0.7143,0.0,2.0531,1.3222,1.1761,-0.2857,-0.2663,0.5212,1,0,Bumps
1065.0,1083.0,3029617.0,3029632.0,155.0,27.0,17.0,14896.0,83.0,126.0,1364.0,80.0,0.412,0.4259,0.8333,0.0132,0.6667,0.8824,0.0,2.1903,1.2553,1.1761,-0.1667,-0.2492,0.4465,1,0,Bumps
1177.0,1195.0,3120281.0,3120291.0,107.0,27.0,11.0,10136.0,81.0,126.0,1364.0,80.0,0.2478,0.4056,0.5556,0.0132,0.6667,0.9091,0.0,2.0294,1.2553,1.0,-0.4444,-0.2599,0.3068,1,0,Bumps
1219.0,1234.0,3134228.0,3134249.0,118.0,32.0,21.0,12348.0,78.0,132.0,1364.0,80.0,0.1906,0.6254,0.7143,0.011,0.4688,1.0,1.0,2.0719,1.1761,1.3222,0.2857,-0.1825,0.5212,1,0,Bumps
1065.0,1084.0,3160062.0,3160080.0,147.0,26.0,24.0,14121.0,85.0,124.0,1364.0,80.0,0.4106,0.5702,0.9474,0.0139,0.7308,0.75,0.0,2.1673,1.2787,1.2553,-0.0526,-0.2495,0.5659,1,0,Bumps
1065.0,1088.0,3203535.0,3203555.0,147.0,43.0,30.0,14312.0,84.0,124.0,1364.0,80.0,0.4047,0.6804,0.8696,0.0169,0.5349,0.6667,0.0,2.1673,1.3617,1.301,-0.1304,-0.2394,0.7411,1,0,Bumps
1065.0,1080.0,3232524.0,3232534.0,105.0,21.0,12.0,10284.0,85.0,111.0,1362.0,80.0,0.4141,0.3,0.6667,0.011,0.7143,0.8333,0.0,2.0212,1.1761,1.0,-0.3333,-0.2348,0.266,1,0,Bumps
1063.0,1083.0,3257887.0,3257901.0,102.0,27.0,15.0,9714.0,84.0,116.0,1362.0,80.0,0.4097,0.6357,0.7,0.0147,0.7407,0.9333,0.0,2.0086,1.301,1.1461,-0.3,-0.256,0.463,1,0,Bumps
1061.0,1085.0,3326735.0,3326756.0,161.0,44.0,39.0,15643.0,85.0,124.0,1362.0,80.0,0.4067,0.6806,0.875,0.0176,0.5454,0.5385,0.0,2.2068,1.3802,1.3222,-0.125,-0.2409,0.7933,1,0,Bumps
1057.0,1084.0,3373856.0,3373874.0,168.0,44.0,26.0,16835.0,86.0,125.0,1364.0,80.0,0.4106,0.6543,0.6667,0.0198,0.6136,0.6923,0.0,2.2253,1.4314,1.2553,-0.3333,-0.2171,0.7729,1,0,Bumps
1060.0,1080.0,3402848.0,3402864.0,125.0,29.0,20.0,11804.0,81.0,108.0,1364.0,80.0,0.4164,0.6094,0.8,0.0147,0.6897,0.8,0.0,2.0969,1.301,1.2041,-0.2,-0.2623,0.5296,1,0,Bumps
1061.0,1082.0,3420976.0,3420988.0,118.0,28.0,16.0,11084.0,82.0,111.0,1366.0,80.0,0.4158,0.5318,0.5714,0.0154,0.75,0.75,0.0,2.0719,1.3222,1.0792,-0.4286,-0.2661,0.417,1,0,Bumps
1058.0,1084.0,3522485.0,3522508.0,196.0,38.0,27.0,19028.0,84.0,117.0,1364.0,80.0,0.4106,0.6722,0.8846,0.0191,0.6842,0.8518,0.0,2.2923,1.415,1.3617,-0.1154,-0.2415,0.8778,1,0,Bumps
1306.0,1322.0,3632953.0,3632989.0,308.0,44.0,44.0,29612.0,82.0,125.0,1364.0,80.0,0.0616,0.4653,0.4444,0.0117,0.3636,0.8182,1.0,2.4885,1.2041,1.5563,0.5556,-0.2489,0.8612,1,0,Bumps
309.0,342.0,3744532.0,3744552.0,274.0,46.0,29.0,31551.0,101.0,133.0,1364.0,80.0,0.4531,0.5849,0.6061,0.0242,0.7174,0.6897,0.0,2.4378,1.5185,1.301,-0.3939,-0.1004,0.9157,1,0,Bumps
1059.0,1080.0,3787187.0,3787204.0,129.0,40.0,24.0,12571.0,84.0,124.0,1364.0,80.0,0.4164,0.6387,0.8095,0.0154,0.525,0.7083,0.0,2.1106,1.3222,1.2305,-0.1905,-0.2387,0.5903,1,0,Bumps
1087.0,1103.0,3814057.0,3814076.0,194.0,28.0,23.0,22254.0,101.0,132.0,1364.0,80.0,0.3827,0.3618,0.8421,0.0117,0.5714,0.8261,1.0,2.2878,1.2041,1.2787,0.1579,-0.1038,0.5029,1,0,Bumps
1040.0,1078.0,3967177.0,3967197.0,313.0,72.0,35.0,37460.0,106.0,135.0,1366.0,80.0,0.4217,0.5882,0.5263,0.0278,0.5278,0.5714,0.0,2.4955,1.5798,1.301,-0.4737,-0.065,0.9549,1,0,Bumps
1041.0,1059.0,3981657.0,3981677.0,114.0,31.0,24.0,13292.0,104.0,132.0,1364.0,80.0,0.4472,0.6833,0.9,0.0132,0.5806,0.8333,1.0,2.0569,1.2553,1.301,0.1,-0.0891,0.5951,1,0,Bumps
